"source_id","canonical_agency_id","agency_name","source_address","source_city","latitude","longitude","target_path","target_id","distance_to_target_boundary_m","decision","evidence_url","cache_command_id"
"223905","cm7a0bgoa00yeewvgs3yw16ap","North Hopkins ISD Police Department","1994 FM 71 West","Sulphur Springs","33.268572222827","-95.623516761335","/tx/hopkins-county/sulphur-springs/","cxwoo3a79ifu19x3zjjlodlk","8747.0","Listed city in point county, within 10 km of its imported boundary.","","ej4jvv9w8ks28i0ls873wp1k"
"223906","cm7a0bgoa00yhewvgu9z1vvtc","Sulphur Bluff ISD Police Department","1027 CR 3550","Sulphur Bluff","33.332095943534","-95.394547927641","/tx/hopkins-county/sulphur-bluff/","cg8q2ja60vcyljwl5r8rtdws","","Existing manual community in point county; no polygon.","","dde59otzjm86fnb19yl0zm05"
"229103","cm7a0bgoa010iewvga3c785vt","HUDSPETH CO. CONST. PCT. 3","19910 MONTANNA AVE.","El PASO","31.835106589373","-106.026990262073","/tx/el-paso-county/el-paso/","ckyg7u99foztoucbfmem3dm4","16840.0","Official professional association lists constable at 19910 Highway 62/180, El Paso. County JP directory confirms adjoining 19900 address. Point and selected city in El Paso County; agency jurisdiction is Hudspeth County. Larger-distance postal assignment, 16.84 km.","https://www.wtjpca.org/COUNTIES/Hudspeth2.html","am9ybq6h1kqdg9me07h3ccwt"
"231207","cm7a0bgob011rewvgvzv99kya","WEST TAWAKONI POLICE DEPT.","1533 EAST HIGHWAY 276","WEST TAWAKONI","32.903704000951","-96.105792043072","/tx/hunt-county/west-tawakoni/","ctlmg5up0aq0mtfoyufgtb7n","5441.8","Listed city in point county, within 10 km of its imported boundary.","","xy8e5stzb4r8tcot36xzitdd"
"233202","cm7a0bgob013eewvghdqcgads","FRITCH POLICE DEPT.","P. O. BOX 758, 602 W. Broadway","FRITCH","35.638744743722","-101.577268796519","/tx/hutchinson-county/fritch/","csl9onnu7ox1b14dx7xh492d","9.3","Listed city in point county, within 10 km of its imported boundary.","","xe00sgilwvmtwosd1u31f9qv"
"235100","cm7a0bgob013kewvgrmiqbal3","IRION CO. SHERIFF'S OFFICE","114 SHERWOOD LOOP, PO Box 17","MERTZON","31.263038323409","-100.81033915975","/tx/irion-county/mertzon/","c13t950yqr96kastff9w4pvq","136.7","Listed city in point county, within 10 km of its imported boundary.","","igpmzsewkuvcu9enpzmtjutr"
"245107","cm7a0bgob0169ewvg1oos61iy","JEFFERSON CO. CONST. PCT. 7","7933 VITERBO RD.,  SUITE 5","BEAUMONT","29.963259810209","-94.021309358607","/tx/jefferson-county/beaumont/","cwm4z49q2n0ap4nfkdxca3jm","4698.3","Listed city in point county, within 10 km of its imported boundary.","","k91qxpw9dyvwfzemcgj0oiwd"
"251101","cm7a0bgoc0190ewvgoxgfazd1","JOHNSON CO. CONST. PCT. 1","3390 FM 1434","CLEBURNE","32.295991348064","-97.445881019844","/tx/johnson-county/cleburne/","ctc1cadirv3fkdmrtdrvb2ek","372.5","Listed city in point county, within 10 km of its imported boundary.","","ot94koarplkzur4700unmet6"
"257209","cm7a0bgoc01dxewvggoadjmob","TALTY POLICE DEPARTMENT","9550 HELMS TRL STE 500","FORNEY","32.698351320373","-96.43250729187","/tx/kaufman-county/talty/","nflgpezqk44tm1xo30qgw44p","730.4","Use agency city Talty rather than Forney mailing city.","https://www.taltytexas.com/upload/page/0189/docs/application-zoningchangead05.pdf","zhwhkkpdjeie58notv95sulf"
"257906","cm7a0bgod01elewvgnbq8tm4z","Scurry-Rosser ISD Police Department","10705 S. State Highway 34","Scurry","32.49332613103","-96.404891861086","/tx/kaufman-county/scurry/","cmh851vq0fuyjn6crnc3fkmm","12.3","Listed city in point county, within 10 km of its imported boundary.","","f90ud0zqayocu9rjd93g1ahh"
"277906","cm7a0bgod01jmewvghujg3ai9","Prairiland ISD Police Department","466 FM 196 South","Pattonville","33.572505682164","-95.389532476421","/tx/lamar-county/pattonville/","cs20rcf9h3xt6r1vazc6b5zh","","Existing manual community in point county; no polygon.","","rcq1bpb76gzj1x0j3nxqznsk"
"287100","cm7a0bgoe01m3ewvgelgkl3lq","LEE CO. SHERIFF'S OFFICE","PO BOX 98, 2122 FM 448,","GIDDINGS","30.16501460195","-96.944186649225","/tx/lee-county/giddings/","c8vr97gdqyvxox5s2xe2ssf5","195.3","Listed city in point county, within 10 km of its imported boundary.","","khk0jomhlyo74hfz76h58m1z"
"289901","cm7a0bgoe01naewvgy23lp3a3","LEON ISD POLICE DEPARTMENT","12168 US HIGHWAY 79","JEWETT","31.317693979846","-96.208565335146","/tx/leon-county/jewett/","cy26ju7ssuu8lrqvpu1plbpi","6195.2","Listed city in point county, within 10 km of its imported boundary.","","r9j17e9x49cb8whsw64690nu"
"291105","cm7a0bgoe01o4ewvgv43n9p32","LIBERTY CO. CONST. PCT. 5","22350 HIGHWAY 321","CLEVELAND","30.311474863378","-94.988899083965","/tx/liberty-county/cleveland/","ce2ob48npu1zv2f57q5iprrs","3686.9","Listed city in point county, within 10 km of its imported boundary.","","y04964whpztwdczl9rl3880p"
"291903","cm7a0bgoe01oxewvgt8vcjnl1","Cleveland ISD Police Dept","326 FM 1010","Cleveland","30.322110597035","-95.087657078063","/tx/liberty-county/cleveland/","ce2ob48npu1zv2f57q5iprrs","438.0","Listed city in point county, within 10 km of its imported boundary.","","tjr6st7t0zhi9r6mskwld2ab"
"293206","cm7a0bgoe01pvewvgzd7lhrpj","THORNTON POLICE DEPT.","708 A Hwy 14","THORNTON","31.41596753547","-96.581242663053","/tx/limestone-county/thornton/","c4ecm0wbzsklx9m75hyh3ws8","12.5","Listed city in point county, within 10 km of its imported boundary.","","b5zq97i6ew42sbdleyx52ai9"
"297101","cm7a0bgof01qaewvgu1j3ixit","LIVE OAK CO. CONST. PCT. 1","161 Vista Drive","Sandia","28.115873056122","-97.923194821976","/tx/jim-wells-county/sandia/","c0w074pw9zobj5g2gxjyukk1","11017.3","County explicitly lists Precinct 1 in Sandia. Source point is Live Oak County; canonical Sandia is Jim Wells County. Explicit cross-county postal assignment, 11.02 km.","https://www.co.live-oak.tx.us/page/liveoak.constable","b8i64ci6mnf6ym2pgv5zt1py"
"297103","cm7a0bgof01qfewvgtoj256wl","LIVE OAK CO. CONST. PCT. 3","625 FM 799","GEORGE WEST","28.319237076812","-98.06428098398","/tx/live-oak-county/george-west/","c47qal4szl7wcc7xfvz15ogu","3976.0","Listed city in point county, within 10 km of its imported boundary.","","fjvirl2w0ldqsjecm4bdoea3"
"297104","cm7a0bgof01qhewvgo6s86uda","LIVE OAK CO. CONST. PCT. 4","3332 Hwy 281","George West","28.356324118782","-98.134084634152","/tx/live-oak-county/george-west/","c47qal4szl7wcc7xfvz15ogu","2011.3","Listed city in point county, within 10 km of its imported boundary.","","eejp7huwvotbk385jtdyvne9"
"299103","cm7a0bgof01qyewvgxlwirqrm","LLANO CO. CONST. PCT. 3","8431 Ranch Road 1431","Buchanan Dam","30.73148736087","-98.466185587861","/tx/llano-county/buchanan-dam/","csidhmzz1vqw0ohgvqpycuju","197.1","Listed city in point county, within 10 km of its imported boundary.","","h8r2e0bk82xjp63mzvobxo5a"
"303905","cm7a0bgof01txewvgpgba2kd0","ROOSEVELT I.S.D. POLICE DEPT.","1406 CR 3300","Lubbock","33.582992391995","-101.67481500142","/tx/lubbock-county/lubbock/","cm53vyekpoclkh76rf096ksh","7396.8","Listed city in point county, within 10 km of its imported boundary.","","ahcvztef2gtrugjrvsbfwslx"
"309911","cm7a0bgog01y6ewvgk29umr61","Axtell ISD Police Department","1178 Longhorn Parkway","Axtell","31.650625983207","-96.977681810821","/tx/mclennan-county/axtell/","cqkcch069qcbfwm5knncnhlf","","Existing manual community in point county; no polygon.","","gdbc7k351dqjkg15x1sk7pt3"
"317100","cm7a0bgog01zdewvgibuacmx6","MARTIN CO. SHERIFF'S OFFICE","3522 IH 20","STANTON","32.14047436454","-101.778632077158","/tx/martin-county/stanton/","cjsrzg8expxhcs2xjnat8tjd","122.7","Listed city in point county, within 10 km of its imported boundary.","","vw7bdxf0i9l7kwk0a8g7gbkf"
"321101","cm7a0bgog01zsewvghg5dxigw","MATAGORDA CO. CONST. PCT. 1","760 CR 174","BAY CITY","28.89349505687","-95.794592395107","/tx/matagorda-county/bay-city/","cob1yhrvrps9imu6hnr0qba1","16007.7","County published address records corroborate 760 County Road 174, Bay City. Retain source address point in Matagorda County. Larger-distance postal assignment, 16.01 km; does not claim city containment.","https://www.co.matagorda.tx.us/upload/page/5663/docs/County%20Clerk/Documents/Election/cumulative.PDF","iolm62r3zlj4efckxct2pcyq"
"321102","cm7a0bgog01zuewvgfze2nzim","MATAGORDA CO. CONST. PCT. 2","7561 State Highway 60 South","BAY CITY","28.918258482703","-95.956015063405","/tx/matagorda-county/bay-city/","cob1yhrvrps9imu6hnr0qba1","3130.8","Listed city in point county, within 10 km of its imported boundary.","","a5agbrdafyx87o7zzheq4qwo"
"325102","cm7a0bgog021qewvgroinczzp","MEDINA CO. CONST. PCT. 2","8366 FM 471 SOUTH","CASTROVILLE","29.34637592556","-98.839868270088","/tx/medina-county/castroville/","cmzkzmzulfupzr39g709heek","209.3","Listed city in point county, within 10 km of its imported boundary.","","h3bzzokejkjne9ge8kx0s3sh"
"339104","cm7a0bgoh025pewvgnszlr3hy","MONTGOMERY CO. CONST. PCT. 4","21130 US HIGHWAY 59 STE C","NEW CANEY","30.139604702742","-95.226231883395","/tx/montgomery-county/new-caney/","cvdd6yendnfj9rysptq694mq","","Existing manual community in point county; no polygon.","","ffbprhr7s3vawbw1zfbhfeze"
"339902","cm7a0bgoh027dewvgprkhzl5r","NEW CANEY I.S.D. POLICE DEPT.","W. 20387 FM 1485","NEW CANEY","30.155192634121","-95.221215352962","/tx/montgomery-county/new-caney/","cvdd6yendnfj9rysptq694mq","","Existing manual community in point county; no polygon.","","t9v03f5tt7z5semxklvo35et"
"347101","cm7a0bgoi029aewvgl1g5vte1","NACOGDOCHES CO. CONST. PCT. 1","9373 US HWY 259","NACOGDOCHES","31.693200740805","-94.672487258073","/tx/nacogdoches-county/nacogdoches/","chftu8obnq6uo29509lszseu","2225.0","Listed city in point county, within 10 km of its imported boundary.","","ujbgf6d815yr8e5k3r4mqzz0"
"347104","cm7a0bgoi029jewvglw78nuue","NACOGDOCHES CO. CONST. PCT. 4","4679 FM 226","Nacogdoches","31.512405099714","-94.534054164899","/tx/nacogdoches-county/nacogdoches/","chftu8obnq6uo29509lszseu","9236.6","Listed city in point county, within 10 km of its imported boundary.","","l2aks7sa25ninqh5d5h6wfo7"
"347905","cm7a0bgoi02acewvgqsfzrajg","MARTINSVILLE ISD POLICE DEPARTMENT","12952 STATE HIGHWAY 7 E","NACOGDOCHES","31.642231751485","-94.416795737807","/tx/nacogdoches-county/martinsville/","poxhi5216594mpxynuz2mqkk","","New verified manual community; school address and county confirmed.","https://nces.ed.gov/ccd/districtsearch/district_detail.asp?ID2=4829250&details=4","tkwk8r36kpp3f5kkh6xotn0s"
"347907","cm7a0bgoi02aiewvg7p696cas","Central Heights ISD Police Department","10317 US Hwy 259 North","Nacogdoches","31.706995600819","-94.67803693494","/tx/nacogdoches-county/nacogdoches/","chftu8obnq6uo29509lszseu","3811.6","Listed city in point county, within 10 km of its imported boundary.","","upn2gn4snip98w8i5pztvcg2"
"347908","cm7a0bgoi02alewvgzbr3t6bv","Douglass ISD Police Department","20712 S. FM 225","Douglass","31.658651131896","-94.883582478306","/tx/nacogdoches-county/douglass/","cdzf17qhp3a2tkeixrbrdw8s","","Existing manual community in point county; no polygon.","","ein18zxqzgep05egowvweldm"
"349104","cm7a0bgoi02b3ewvgbtq868jq","NAVARRO CO. CONST. PCT. 4","500 FM 55","Barry","31.978131528675","-96.642429251147","/tx/navarro-county/barry/","ce3f64yc3zjhrv1t3hkp95dp","12890.8","Constable official correspondence uses Barry. Fresh Census exact address match for 500 FM 55, Barry reproduces existing coordinates. Larger-distance postal assignment, 12.89 km.","https://navarro.easydocs.us/minutes/LinkedDir/2010/2010-02-22-Meeting.PDF","dv9ipxltv610o8smz7xi5s4j"
"355351","cm7a0bgoi02ejewvgk8vp522r","NUECES COUNTY EMERGENCY SERVICE DISTRICT #1","5241 County Road 73","Robstown","27.861708336106","-97.675395082418","/tx/nueces-county/robstown/","czzmau7lxa6j2li52s7bz3q7","3914.8","Listed city in point county, within 10 km of its imported boundary.","","ns7cr81babzckllhg4xvdw5e"
"363103","cm7a0bgoj02haewvgxdjm9r1f","PALO PINTO CO. CONST. PCT. 3","328 N FM 2353","GRAFORD","32.913299156524","-98.436527128844","/tx/palo-pinto-county/graford/","c96ma7dkge3yvv6vsfbhnmqr","16638.2","State court directory confirms Precinct 3 complex at 328 FM 2353 N, Graford. Larger-distance postal assignment within Palo Pinto County, 16.64 km.","https://txcourts.gov/media/1462771/district-county-and-justice-court-judges-and-personnel-by-county.pdf","pki9goeomxa8a6zn2huioupq"
"367209","cm7a0bgoj02jlewvgggxb709n","HUDSON OAKS POLICE DEPARTMENT","150 N OAKRIDGE DR","HUDSON OAKS","32.770364415703","-97.712463690256","/tx/parker-county/hudson-oaks/","csggqn1z79201ulagmjiqrb0","208.1","Listed city in point county, within 10 km of its imported boundary.","","zekjoce4t14pptabqlrsv9mr"
"371100","cm7a0bgoj02k3ewvghpnwtxhf","PECOS CO. SHERIFF'S OFFICE","P. O. BOX 1647, 1774 US HWY 285","FORT STOCKTON","30.908244061773","-102.920955011179","/tx/pecos-county/fort-stockton/","ca5j1zhzis2bln21rz311s1x","925.8","Listed city in point county, within 10 km of its imported boundary.","","jb5wlq1rbzif409okxizw3ck"
"373180","cm7a0bgoj02l9ewvgchzpz6lk","Alabama-Coushatta Tribe of Texas Police Dept.","571 State Park Road 56","Livingston","30.707446336292","-94.679421446218","/tx/polk-county/alabama-coushatta-reservation/","g75655m5nepj2u6r591f158a","","New verified manual reservation place in Polk County.","https://www.alabama-coushatta.com/about-us/chief-history/","salbnay9xqx6khid4eg2bnxo"
"379901","cm7a0bgok02o2ewvghdhsa4to","RAINS I.S.D. POLICE DEPT.","P. O. BOX 247, 1759 W. U.S. HWY. 69","EMORY","32.891545137496","-95.790970227306","/tx/rains-county/emory/","clz76f6ws5bt6fl86zrljphh","682.7","Listed city in point county, within 10 km of its imported boundary.","","lcf16buub5s75gw8k8zh4p37"
"381070","cm7a0bgok02o8ewvg851xlmcu","Randall County Juvenile Probation","9300 South Georgia","Amarillo","35.115675639762","-101.866082350622","/tx/potter-county/amarillo/","c4cnpcidam76hypdxtbmn7tq","396.5","Point in Randall County; Amarillo geometry intersects Randall although canonical parent is Potter.","","emr1jd90hwjhwdwp63vlrnth"
"381100","cm7a0bgok02obewvgoqhv2bri","RANDALL COUNTY SHERIFF'S OFFICE","9100 S GEORGIA ST","AMARILLO","35.11866541809","-101.866092651558","/tx/potter-county/amarillo/","c4cnpcidam76hypdxtbmn7tq","65","Point in Randall County; Amarillo geometry intersects Randall although canonical parent is Potter.","","wpmnnv80br54gzp235hmys6i"
"387901","cm7a0bgok02pqewvgfqbntkah","Rivercrest I.S.D. Police Dept.","4126 Hwy 271 South","Bogata","33.413339680964","-95.162107441151","/tx/red-river-county/bogata/","cswsf0dm2ojbo1qcq6o0hsly","6274.4","Listed city in point county, within 10 km of its imported boundary.","","jq9o44auhdfxqv2hsg6nom61"
"395101","cm7a0bgok02r6ewvg8bydm67d","ROBERTSON CO. CONST. PCT. 1","3321 N. FM 46","FRANKLIN","31.058892822428","-96.507986842072","/tx/robertson-county/franklin/","crkw8udn905vu18lla2gcebi","3267.4","Listed city in point county, within 10 km of its imported boundary.","","jfw1f1axq7jwzm5rdg9y60gh"
"395901","cm7a0bgol02rxewvg1hrvt3r4","Franklin ISD Police Department","1252 West FM 1644","Franklin","31.020891828542","-96.503295477199","/tx/robertson-county/franklin/","crkw8udn905vu18lla2gcebi","67.1","Listed city in point county, within 10 km of its imported boundary.","","ef7e0njfv8ru343o1u5qgnqy"
"399102","cm7a0bgol02t7ewvgccpyraap","RUNNELS CO. CONST. PCT. 2","902 C.R. 339","WINTERS","31.869691396574","-99.986274423567","/tx/runnels-county/winters/","czqs1o5ctbm8qe6kjd3skre5","7742.9","Listed city in point county, within 10 km of its imported boundary.","","liucjhlz9lhrucet54qt0dyr"
"401104","cm7a0bgol02twewvg07zg3rj7","RUSK CO. CONST. PCT. 4","7933 State Hwy 42 South","Henderson","32.077722262901","-94.926213738057","/tx/rusk-county/henderson/","c58fb3zy3g475dm0fmqhbuev","11111.9","County confirms Precinct 4 at 7933 SH 42, Henderson. Same county; postal assignment 11.11 km beyond city boundary.","https://www.ruskcountytx.gov/page/rusk.Constable","lv5mjnzel2cn0dbgys51qhxy"
"405103","cm7a0bgol02vjewvg8t07vgzd","SAN AUGUSTINE CO. CONST. PCT 3","249 County Rd 3135","San Augustine","31.453060045098","-94.279220581807","/tx/san-augustine-county/san-augustine/","cadz4emba92ff4uvmn8v0k8x","15720.8","County appraisal records corroborate 249 CR 3135, San Augustine. Source agency location retained; larger-distance postal assignment in same county, 15.72 km.","https://www.sanaugustinecad.org/Forms/GetDocument?fileName=1673559734_2020+San+Augustine+CAD+Certified+Appraisal+Roll+-+Real-Personal+-+Geo+-+20200719_142447.pdf&subPath=Data+Records","dwofy72f7scyibn7pi1u0q9t"
"405104","cm7a0bgol02vlewvg7i11rt5k","SAN AUGUSTINE CO. CONST. PCT. 4","514 FM 2213","SAN AUGUSTINE","31.511616155625","-94.110130944082","/tx/san-augustine-county/san-augustine/","cadz4emba92ff4uvmn8v0k8x","305.9","Listed city in point county, within 10 km of its imported boundary.","","pd94bptmsqczl0nwkkov2kms"
"407103","cm7a0bgol02w8ewvgsa2s8313","SAN JACINTO CO. CONST. PCT. 3","29 Lilley Yeager Loop N.","Cleveland","30.483487186979","-95.194165334718","/tx/liberty-county/cleveland/","ce2ob48npu1zv2f57q5iprrs","15956.2","County lists Precinct 3 at 35 Lilley Yeager Loop N, Cleveland, adjacent to source number 29. Point is San Jacinto County; canonical Cleveland is Liberty County. Explicit cross-county postal assignment, 15.96 km.","https://www.co.san-jacinto.tx.us/page/sanjacinto.Constable","z1o7m86lpucdtuo5n9r2mcwr"
"419103","cm7a0bgom02zcewvgh4bgsyfh","SHELBY CO. CONST. PCT. 3","12723 US Hwy. 84 East, Suite 1","JOAQUIN","31.970190674876","-94.019075234741","/tx/shelby-county/joaquin/","cil448du0z70kr6ii9878flv","18.7","Listed city in point county, within 10 km of its imported boundary.","","iu6uh2e301w2dk3y50rsu0pq"
"423906","cm7a0bgom032aewvgucs0nusz","CHAPEL HILL ISD POLICE DEPARTMENT","11134 CR 2249","TYLER","32.317416263392","-95.188199947011","/tx/smith-county/tyler/","cfk11flfyyan46t9urfb00hd","3912.0","Listed city in point county, within 10 km of its imported boundary.","","vvwniccebz2trlloc2b9p1x6"
"449080","cm7a0bgoo03csewvgs8vdv1ss","NORTHEAST TEXAS COMMUNITY COLLEGE POLICE DEPARTMENT","2886 FM 1735 CHAPEL HILL ROAD","MOUNT PLEASANT","33.105042240825","-94.878195649237","/tx/titus-county/mount-pleasant/","cmsfn65q0d2174exbbk96c86","6949.0","Listed city in point county, within 10 km of its imported boundary.","","n5w9gh6juqn2a2jwe5cbm583"
"449902","cm7a0bgoo03dgewvgii57xshp","CHAPEL HILL  I.S.D. POLICE DEPT.","1069 COUNTY ROAD 4660","MOUNT PLEASANT","33.112401392289","-94.886478388702","/tx/titus-county/mount-pleasant/","cmsfn65q0d2174exbbk96c86","6104.1","Listed city in point county, within 10 km of its imported boundary.","","nl4ojr9k623qipt4l0w2lqi2"
"449903","cm7a0bgoo03djewvgwrzslc8b","Harts Bluff ISD Police Department","3506 FM 1402","Mount Pleasant","33.211548073422","-94.951165648883","/tx/titus-county/mount-pleasant/","cmsfn65q0d2174exbbk96c86","1318.9","Listed city in point county, within 10 km of its imported boundary.","","m2qb4mge73t46lwf28qodx4j"
"453904","cm7a0bgop03itewvgnv2ydynb","Del Valle ISD Police Department","5201 ROSS RD","DEL VALLE","30.185312240303","-97.609381952693","/tx/travis-county/del-valle/","cphk29lo3a68o784i1zmh814","","Existing manual community in point county; no polygon.","","vu1l4ayeww2i3b5p66m0263r"
"453905","cm7a0bgop03iwewvgwvd1lvka","Lake Travis ISD Police Department","16101 Highway 71 West, Building B.","Austin","30.318171878239","-97.994602514602","/tx/travis-county/austin/","c3xan6zadfhlc0zfpmtpsbda","5724.4","Listed city in point county, within 10 km of its imported boundary.","","vad4bcdrzek67hry8bhjmfyh"
"457103","cm7a0bgop03jvewvgwoqai6x8","TYLER CO. CONST. PCT. 3","1087 CR 3255","COLMESNEIL","30.91187413641","-94.396190974505","/tx/tyler-county/colmesneil/","caqxabhidjvmh87kn5w8p8xc","1284.1","Listed city in point county, within 10 km of its imported boundary.","","frjm4mpmm20l1suzxzg2onoq"
